business_date,qty,net_sales,orders,qty_beer,qty_food,qty_liquor,qty_na_beverage,qty_wine_sake,avg_qty_per_order,avg_net_sales_per_order,date,weekday,weekday_num,month,is_weekend,daily_maximum_dry_bulb_temperature,daily_minimum_dry_bulb_temperature,daily_average_dry_bulb_temperature,daily_precipitation,daily_snowfall,daily_snow_depth,daily_average_wind_speed,daily_sustained_wind_speed,daily_peak_wind_speed,daily_average_relative_humidity,daily_average_dew_point_temperature,daily_weather,hourly_average_relative_humidity,hourly_average_dew_point_temperature,hourly_average_dry_bulb_temperature,hourly_average_wind_speed,daily_maximum_dry_bulb_temperature_f,daily_minimum_dry_bulb_temperature_f,daily_average_dry_bulb_temperature_f,daily_average_dew_point_temperature_f,daily_precipitation_in,daily_snowfall_in,daily_snow_depth_in,daily_average_wind_speed_mph,daily_sustained_wind_speed_mph,daily_peak_wind_speed_mph,had_precipitation,had_snowfall,temperature_range_f
2026-03-01,444.0,4590.0,26,3.0,368.0,31.0,18.0,24.0,17.076923076923077,176.53846153846155,2026-03-01,Sunday,6,March,True,0.0,-4.4,-2.2,0.0,0.0,0.0,5.7,9.4,12.1,52.61764705882353,-11.358823529411765,,52.61764705882353,-11.358823529411765,-2.476470588235294,5.811764705882353,32.0,24.08,28.04,11.55,0.0,0.0,0.0,12.75,21.03,27.07,False,False,7.920000000000002
2026-03-02,299.0,3381.0,21,10.0,251.0,20.0,9.0,9.0,14.238095238095237,161.0,2026-03-02,Monday,0,March,False,6.1,-4.4,0.9,0.0,0.0,0.0,3.3,6.7,8.5,49.6875,-8.84375,,49.6875,-8.84375,0.93125,3.24375,42.98,24.08,33.62,16.08,0.0,0.0,0.0,7.38,14.99,19.01,False,False,18.9
2026-03-03,338.0,3833.0,21,4.0,281.0,23.0,9.0,21.0,16.095238095238095,182.52380952380952,2026-03-03,Tuesday,1,March,False,5.6,0.6,3.1,0.3,0.0,0.0,2.8,6.3,8.0,70.88372093023256,-2.483720930232558,BR RA,70.88372093023256,-2.483720930232558,2.5139534883720933,3.011627906976744,42.08,33.08,37.58,27.53,0.012,0.0,0.0,6.26,14.09,17.9,True,False,9.0
2026-03-04,401.0,3950.0,29,5.0,339.0,26.0,11.0,20.0,13.827586206896552,136.20689655172413,2026-03-04,Wednesday,2,March,False,7.8,0.0,3.9,3.3,0.0,0.0,3.7,5.8,10.3,90.20689655172414,1.339655172413793,BR FG DZ RA,90.20689655172414,1.339655172413793,2.908620689655172,3.575862068965517,46.04,32.0,39.02,34.41,0.13,0.0,0.0,8.28,12.97,23.04,True,False,14.04
2026-03-05,410.0,3842.01,33,4.0,348.0,35.0,8.0,15.0,12.424242424242424,116.42454545454547,2026-03-05,Thursday,3,March,False,10.0,3.9,7.0,0.3,0.0,0.0,2.0,4.0,7.6,93.29629629629629,4.851851851851852,BR FG DZ,93.29629629629629,4.851851851851852,5.8962962962962955,2.1833333333333336,50.0,39.02,44.6,40.73,0.012,0.0,0.0,4.47,8.95,17.0,True,False,10.979999999999997
2026-03-06,443.0,5102.0,27,3.0,365.0,42.0,4.0,29.0,16.40740740740741,188.96296296296296,2026-03-06,Friday,4,March,True,18.9,5.6,12.3,20.3,0.0,0.0,3.1,9.4,10.3,95.1044776119403,10.08955223880597,BR FG DZ TS RA,95.1044776119403,10.08955223880597,10.891044776119404,3.101492537313433,66.02,42.08,54.14,50.16,0.799,0.0,0.0,6.93,21.03,23.04,True,False,23.939999999999998
2026-03-07,558.0,6055.0,28,3.0,458.0,44.0,20.0,33.0,19.928571428571427,216.25,2026-03-07,Saturday,5,March,True,18.3,2.2,10.3,4.1,0.0,0.0,6.4,11.6,17.0,82.5625,8.872916666666667,BR DZ TS RA,82.5625,8.872916666666667,11.770833333333334,6.639583333333333,64.94,35.96,50.54,47.97,0.161,0.0,0.0,14.32,25.95,38.03,True,False,28.979999999999997
2026-03-08,377.0,3952.0,22,8.0,324.0,25.0,10.0,10.0,17.136363636363637,179.63636363636363,2026-03-08,Sunday,6,March,True,16.7,0.6,8.7,0.0,0.0,0.0,7.7,13.4,17.0,58.32258064516129,0.7161290322580645,,58.32258064516129,0.7161290322580645,9.274193548387096,7.706451612903226,62.06,33.08,47.66,33.29,0.0,0.0,0.0,17.22,29.97,38.03,False,False,28.980000000000004
2026-03-09,335.0,3439.0,21,11.0,291.0,16.0,6.0,11.0,15.952380952380953,163.76190476190476,2026-03-09,Monday,0,March,False,22.8,9.4,16.1,0.0,0.0,0.0,6.2,10.3,14.3,58.705882352941174,6.985294117647059,,58.705882352941174,6.985294117647059,15.544117647058824,6.188235294117647,73.04,48.92,60.98,44.57,0.0,0.0,0.0,13.87,23.04,31.99,False,False,24.120000000000005
2026-03-10,268.0,2801.0,18,2.0,236.0,18.0,5.0,7.0,14.88888888888889,155.61111111111111,2026-03-10,Tuesday,1,March,False,16.7,3.3,10.0,25.9,0.0,0.0,5.5,10.3,14.8,90.4,6.556363636363637,BR TS,90.4,6.556363636363637,8.078181818181818,5.596363636363637,62.06,37.94,50.0,43.8,1.02,0.0,0.0,12.3,23.04,33.11,True,False,24.120000000000005
2026-03-11,328.0,3579.75,21,6.0,278.0,25.0,7.0,12.0,15.619047619047619,170.46428571428572,2026-03-11,Wednesday,2,March,False,7.8,0.0,3.9,5.6,3.0,0.0,4.9,9.4,13.0,85.63265306122449,0.17551020408163268,BR DZ SN TS RA,85.63265306122449,0.17551020408163268,2.451020408163265,4.995918367346938,46.04,32.0,39.02,32.32,0.22,0.118,0.0,10.96,21.03,29.08,True,True,14.04
2026-03-12,405.0,4257.0,25,7.0,347.0,33.0,8.0,10.0,16.2,170.28,2026-03-12,Thursday,3,March,False,7.2,-1.7,2.8,0.0,0.0,0.0,4.6,11.6,19.2,57.233333333333334,-5.02,,57.233333333333334,-5.02,3.0566666666666666,4.536666666666666,44.96,28.94,37.04,22.96,0.0,0.0,0.0,10.29,25.95,42.95,False,False,16.02
2026-03-13,499.0,5324.0,32,10.0,414.0,38.0,15.0,22.0,15.59375,166.375,2026-03-13,Friday,4,March,True,8.3,0.0,4.2,1.0,0.0,0.0,9.8,17.4,29.1,52.75757575757576,-4.106060606060606,RA,52.75757575757576,-4.106060606060606,5.236363636363636,10.0,46.94,32.0,39.56,24.61,0.039,0.0,0.0,21.92,38.92,65.09,True,False,14.939999999999998
2026-03-14,445.0,5436.0,24,9.0,369.0,42.0,8.0,17.0,18.541666666666668,226.5,2026-03-14,Saturday,5,March,True,2.8,-2.2,0.3,0.3,0.0,0.0,4.3,7.6,10.3,70.11904761904762,-4.292857142857143,BR SN,70.11904761904762,-4.292857142857143,0.7785714285714287,4.4523809523809526,37.04,28.04,32.54,24.27,0.012,0.0,0.0,9.62,17.0,23.04,True,False,9.0
2026-03-15,338.0,3489.0,24,2.0,290.0,26.0,9.0,11.0,14.083333333333334,145.375,2026-03-15,Sunday,6,March,True,17.2,-1.1,8.1,44.7,3.0,0.0,6.8,13.4,17.9,82.72131147540983,2.136065573770492,BR SN RA TS,82.72131147540983,2.136065573770492,5.078688524590164,7.598360655737705,62.96,30.02,46.58,35.84,1.76,0.118,0.0,15.21,29.97,40.04,True,True,32.94
2026-03-16,393.0,3873.0,23,5.0,329.0,38.0,10.0,11.0,17.08695652173913,168.3913043478261,2026-03-16,Monday,0,March,False,-1.1,-7.8,-4.4,1.8,30.0,25.0,8.2,13.0,19.7,73.92063492063492,-7.879365079365079,BR SN,73.92063492063492,-7.879365079365079,-3.688888888888889,8.250793650793652,30.02,17.96,24.08,17.82,0.071,1.181,0.984,18.34,29.08,44.07,True,True,12.059999999999999
2026-03-17,417.0,4366.0,26,3.0,350.0,28.0,14.0,22.0,16.03846153846154,167.92307692307693,2026-03-17,Tuesday,1,March,False,-4.4,-10.0,-7.2,0.0,3.0,25.0,4.5,7.6,11.2,51.91428571428571,-15.257142857142858,SN,51.91428571428571,-15.257142857142858,-6.72,4.488571428571428,24.08,14.0,19.04,4.54,0.0,0.118,0.984,10.07,17.0,25.05,False,True,10.079999999999998
2026-03-18,530.0,7092.0,58,6.0,459.0,35.0,10.0,20.0,9.137931034482758,122.27586206896552,2026-03-18,Wednesday,2,March,False,7.8,-5.0,1.4,0.3,8.0,0.0,4.2,8.9,12.1,73.27083333333333,-5.2875000000000005,BR SN,73.27083333333333,-5.2875000000000005,-0.8583333333333334,4.46875,46.04,23.0,34.52,22.48,0.012,0.315,0.0,9.4,19.91,27.07,True,True,23.04
2026-03-19,418.0,5791.5,42,8.0,348.0,39.0,8.0,15.0,9.952380952380953,137.89285714285714,2026-03-19,Thursday,3,March,False,16.7,1.1,8.9,0.0,0.0,0.0,2.1,6.3,8.5,63.13333333333333,-0.18666666666666665,,63.13333333333333,-0.18666666666666665,6.836666666666667,1.84,62.06,33.98,48.02,31.66,0.0,0.0,0.0,4.7,14.09,19.01,False,False,28.080000000000005
2026-03-20,591.0,7329.01,57,13.0,503.0,50.0,15.0,10.0,10.368421052631579,128.57912280701754,2026-03-20,Friday,4,March,True,22.2,4.4,13.3,0.0,0.0,0.0,4.4,9.4,12.1,63.39393939393939,4.342424242424243,,63.39393939393939,4.342424242424243,11.43030303030303,4.445454545454545,71.96,39.92,55.94,39.82,0.0,0.0,0.0,9.84,21.03,27.07,False,False,32.03999999999999
2026-03-21,560.0,7565.0,53,8.0,491.0,26.0,22.0,13.0,10.566037735849056,142.73584905660377,2026-03-21,Saturday,5,March,True,25.0,5.0,15.0,0.0,0.0,0.0,4.1,8.0,13.0,53.03125,4.953125,,53.03125,4.953125,15.425,3.996875,77.0,41.0,59.0,40.92,0.0,0.0,0.0,9.17,17.9,29.08,False,False,36.0
2026-03-22,442.0,5090.76,46,10.0,401.0,13.0,8.0,10.0,9.608695652173912,110.66869565217392,2026-03-22,Sunday,6,March,True,20.6,-1.1,9.8,0.0,0.0,0.0,9.4,16.1,20.6,69.78378378378379,0.4864864864864865,RA,69.78378378378379,0.4864864864864865,5.824324324324325,9.867567567567567,69.08,30.02,49.64,32.88,0.0,0.0,0.0,21.03,36.01,46.08,False,False,39.06
2026-03-23,401.0,4142.0,22,7.0,349.0,29.0,6.0,10.0,18.227272727272727,188.27272727272728,2026-03-23,Monday,0,March,False,6.1,-2.2,2.0,0.0,0.0,0.0,5.0,9.8,15.6,55.44117647058823,-7.652941176470588,,55.44117647058823,-7.652941176470588,0.888235294117647,4.911764705882353,42.98,28.04,35.6,18.22,0.0,0.0,0.0,11.18,21.92,34.9,False,False,14.939999999999998
2026-03-24,400.0,3850.81,24,5.0,351.0,19.0,16.0,9.0,16.666666666666668,160.45041666666665,2026-03-24,Tuesday,1,March,False,11.1,-1.1,5.0,0.0,0.0,0.0,3.2,6.3,8.5,42.875,-7.86875,,42.875,-7.86875,4.415625,3.196875,51.98,30.02,41.0,17.84,0.0,0.0,0.0,7.16,14.09,19.01,False,False,21.959999999999997
2026-03-25,410.0,4709.0,29,12.0,336.0,37.0,11.0,14.0,14.137931034482758,162.3793103448276,2026-03-25,Wednesday,2,March,False,21.7,5.6,13.7,0.0,0.0,0.0,4.9,9.8,16.1,40.354838709677416,-0.15806451612903233,,40.354838709677416,-0.15806451612903233,13.929032258064517,4.764516129032257,71.06,42.08,56.66,31.72,0.0,0.0,0.0,10.96,21.92,36.01,False,False,28.980000000000004
2026-03-26,398.0,5048.5,34,9.0,338.0,25.0,4.0,22.0,11.705882352941176,148.48529411764707,2026-03-26,Thursday,3,March,False,22.2,0.0,11.1,4.6,0.0,0.0,7.7,17.0,21.5,73.28,5.184,RA,73.28,5.184,9.908,6.508000000000001,71.96,32.0,51.98,41.33,0.181,0.0,0.0,17.22,38.03,48.09,True,False,39.959999999999994
2026-03-27,672.0,8781.0,64,8.0,565.0,51.0,12.0,36.0,10.5,137.203125,2026-03-27,Friday,4,March,True,7.8,-1.1,3.4,0.0,0.0,0.0,6.3,13.9,19.2,58.74074074074074,-5.511111111111112,,58.74074074074074,-5.511111111111112,2.188888888888889,6.537037037037037,46.04,30.02,38.12,22.08,0.0,0.0,0.0,14.09,31.09,42.95,False,False,16.02
2026-03-28,549.0,6881.75,49,6.0,464.0,41.0,11.0,27.0,11.204081632653061,140.44387755102042,2026-03-28,Saturday,5,March,True,8.9,-4.4,2.3,0.0,0.0,0.0,4.2,9.4,11.6,45.166666666666664,-7.779166666666666,,45.166666666666664,-7.779166666666666,3.404166666666667,4.270833333333333,48.02,24.08,36.14,18.0,0.0,0.0,0.0,9.4,21.03,25.95,False,False,23.940000000000005
2026-03-29,383.0,4826.1,40,4.0,345.0,17.0,4.0,13.0,9.575,120.6525,2026-03-29,Sunday,6,March,True,17.2,5.0,11.1,0.0,0.0,0.0,4.8,8.9,12.5,39.5,-2.5916666666666663,,39.5,-2.5916666666666663,11.608333333333334,4.858333333333333,62.96,41.0,51.98,27.34,0.0,0.0,0.0,10.74,19.91,27.96,False,False,21.96
2026-03-30,396.0,3878.0,22,8.0,334.0,34.0,10.0,10.0,18.0,176.27272727272728,2026-03-30,Monday,0,March,False,27.2,10.0,18.6,0.5,0.0,0.0,5.8,11.2,19.2,51.52,9.104,TS,51.52,9.104,19.64,5.94,80.96,50.0,65.48,48.39,0.02,0.0,0.0,12.97,25.05,42.95,True,False,30.959999999999994
2026-03-31,388.0,4324.0,24,7.0,324.0,37.0,5.0,15.0,16.166666666666668,180.16666666666666,2026-03-31,Tuesday,1,March,False,20.0,3.9,12.0,2.5,0.0,0.0,6.6,11.6,16.5,76.91428571428571,9.11142857142857,TS RA,76.91428571428571,9.11142857142857,13.197142857142856,6.7057142857142855,68.0,39.02,53.6,48.4,0.098,0.0,0.0,14.76,25.95,36.91,True,False,28.979999999999997
2026-04-01,468.0,5731.0,37,9.0,390.0,36.0,10.0,23.0,12.64864864864865,154.8918918918919,2026-04-01,Wednesday,2,April,False,4.4,2.2,3.3,3.0,0.0,0.0,8.9,13.0,17.4,76.46875,-0.584375,RA,76.46875,-0.584375,3.165625,8.887500000000001,39.92,35.96,37.94,30.95,0.118,0.0,0.0,19.91,29.08,38.92,True,False,3.960000000000001
2026-04-02,337.0,3755.51,35,5.0,296.0,17.0,5.0,14.0,9.628571428571428,107.30028571428572,2026-04-02,Thursday,3,April,False,21.1,3.3,12.2,26.2,0.0,0.0,5.9,14.3,21.0,87.9074074074074,9.887037037037036,BR RA TS,87.9074074074074,9.887037037037036,11.93888888888889,5.801851851851852,69.98,37.94,53.96,49.8,1.031,0.0,0.0,13.2,31.99,46.98,True,False,32.040000000000006
2026-04-03,622.0,7726.01,48,13.0,524.0,44.0,16.0,25.0,12.958333333333334,160.95854166666666,2026-04-03,Friday,4,April,True,16.7,3.9,10.3,6.6,0.0,0.0,5.2,10.7,16.5,79.29032258064517,4.125806451612903,BR TS RA,79.29032258064517,4.125806451612903,7.596774193548387,5.406451612903226,62.06,39.02,50.54,39.43,0.26,0.0,0.0,11.63,23.94,36.91,True,False,23.04
2026-04-04,618.0,7324.25,43,3.0,536.0,49.0,15.0,15.0,14.372093023255815,170.33139534883722,2026-04-04,Saturday,5,April,True,13.3,5.0,9.2,7.4,0.0,0.0,6.0,11.6,17.9,84.82608695652173,5.3,BR RA TS,84.82608695652173,5.3,7.856521739130434,5.719565217391305,55.94,41.0,48.56,41.54,0.291,0.0,0.0,13.42,25.95,40.04,True,False,14.939999999999998
2026-04-05,413.0,4981.5,42,4.0,372.0,18.0,11.0,8.0,9.833333333333334,118.60714285714286,2026-04-05,Sunday,6,April,True,11.7,2.8,7.3,1.8,0.0,0.0,5.7,9.8,13.9,54.0,-2.246153846153846,BR RA TS,54.0,-2.246153846153846,7.092307692307693,5.653846153846154,53.06,37.04,45.14,27.96,0.071,0.0,0.0,12.75,21.92,31.09,True,False,16.020000000000003
2026-04-06,406.0,4501.0,22,7.0,340.0,40.0,9.0,10.0,18.454545454545453,204.5909090909091,2026-04-06,Monday,0,April,False,10.6,0.0,5.3,0.3,0.0,0.0,6.1,10.3,13.9,64.58064516129032,-0.696774193548387,,64.58064516129032,-0.696774193548387,5.935483870967742,6.367741935483871,51.08,32.0,41.54,30.75,0.012,0.0,0.0,13.65,23.04,31.09,True,False,19.08
2026-04-07,478.0,5240.01,26,4.0,401.0,45.0,12.0,16.0,18.384615384615383,201.53884615384615,2026-04-07,Tuesday,1,April,False,3.9,-2.2,0.9,0.0,0.0,0.0,4.9,8.9,10.7,53.68,-7.82,,53.68,-7.82,0.78,4.928,39.02,28.04,33.62,17.92,0.0,0.0,0.0,10.96,19.91,23.94,False,False,10.980000000000004
2026-04-08,348.0,4959.0,36,7.0,287.0,28.0,8.0,18.0,9.666666666666666,137.75,2026-04-08,Wednesday,2,April,False,21.7,1.7,11.7,0.3,0.0,0.0,7.5,13.0,19.7,42.791666666666664,0.024999999999999984,RA,42.791666666666664,0.024999999999999984,12.958333333333334,7.4624999999999995,71.06,35.06,53.06,32.05,0.012,0.0,0.0,16.78,29.08,44.07,True,False,36.0
2026-04-09,443.0,5306.5,38,7.0,368.0,37.0,7.0,24.0,11.657894736842104,139.64473684210526,2026-04-09,Thursday,3,April,False,21.1,6.7,13.9,0.3,0.0,0.0,4.4,9.4,16.5,50.28,4.848,RA,50.28,4.848,15.88,4.4639999999999995,69.98,44.06,57.02,40.73,0.012,0.0,0.0,9.84,21.03,36.91,True,False,25.92
2026-04-10,518.0,6543.51,50,10.0,443.0,42.0,8.0,15.0,10.36,130.8702,2026-04-10,Friday,4,April,True,12.2,3.3,7.8,8.4,0.0,0.0,3.9,8.0,12.1,84.6923076923077,4.758974358974359,BR DZ RA,84.6923076923077,4.758974358974359,7.28974358974359,4.046153846153847,53.96,37.94,46.04,40.57,0.331,0.0,0.0,8.72,17.9,27.07,True,False,16.020000000000003
2026-04-11,407.0,4385.0,29,8.0,343.0,30.0,8.0,18.0,14.03448275862069,151.20689655172413,2026-04-11,Saturday,5,April,True,13.3,1.7,7.5,0.0,0.0,0.0,3.0,7.6,10.3,61.0,1.0541666666666667,,61.0,1.0541666666666667,8.683333333333334,2.9958333333333336,55.94,35.06,45.5,33.9,0.0,0.0,0.0,6.71,17.0,23.04,False,False,20.879999999999995
2026-04-12,424.0,6239.5,40,3.0,376.0,23.0,7.0,15.0,10.6,155.9875,2026-04-12,Sunday,6,April,True,27.2,13.3,20.3,3.3,0.0,0.0,7.2,13.9,21.0,65.03448275862068,12.10689655172414,BR RA,65.03448275862068,12.10689655172414,19.527586206896554,6.944827586206896,80.96,55.94,68.54,53.79,0.13,0.0,0.0,16.11,31.09,46.98,True,False,25.019999999999996
2026-04-13,309.0,3270.0,18,8.0,244.0,33.0,9.0,15.0,17.166666666666668,181.66666666666666,2026-04-13,Monday,0,April,False,26.1,16.7,21.4,1.5,0.0,0.0,5.8,10.3,16.5,76.94285714285714,16.165714285714284,DZ TS,76.94285714285714,16.165714285714284,20.637142857142855,5.5685714285714285,78.98,62.06,70.52,61.1,0.059,0.0,0.0,12.97,23.04,36.91,True,False,16.92
2026-04-14,421.0,4143.0,29,4.0,358.0,37.0,8.0,14.0,14.517241379310345,142.86206896551724,2026-04-14,Tuesday,1,April,False,27.8,13.9,20.9,61.7,0.0,0.0,6.3,14.8,22.4,78.20930232558139,15.688372093023256,BR GR TS RA,78.20930232558139,15.688372093023256,19.91860465116279,6.244186046511628,82.04,57.02,69.62,60.24,2.429,0.0,0.0,14.09,33.11,50.11,True,False,25.020000000000003
2026-04-15,459.0,5767.8,46,18.0,387.0,39.0,7.0,8.0,9.978260869565217,125.38695652173914,2026-04-15,Wednesday,2,April,False,22.2,15.6,18.9,13.5,0.0,0.0,5.0,13.0,20.1,82.46875,15.73125,BR RA TS,82.46875,15.73125,18.86875,5.2375,71.96,60.08,66.02,60.32,0.531,0.0,0.0,11.18,29.08,44.96,True,False,11.879999999999995
2026-04-16,395.0,5207.0,39,2.0,336.0,28.0,11.0,18.0,10.128205128205128,133.51282051282053,2026-04-16,Thursday,3,April,False,23.3,9.4,16.4,4.8,0.0,0.0,4.1,8.0,11.6,82.17777777777778,12.928888888888888,BR FG RA TS,82.17777777777778,12.928888888888888,16.273333333333333,4.3244444444444445,73.94,48.92,61.52,55.27,0.189,0.0,0.0,9.17,17.9,25.95,True,False,25.019999999999996
2026-04-17,616.0,7976.5,57,12.0,516.0,51.0,11.0,26.0,10.807017543859649,139.93859649122808,2026-04-17,Friday,4,April,True,27.2,9.4,18.3,12.7,0.0,0.0,5.5,13.4,21.0,82.61538461538461,12.774358974358973,BR FG HZ TS RA,82.61538461538461,12.774358974358973,16.233333333333334,4.515384615384615,80.96,48.92,64.94,54.99,0.5,0.0,0.0,12.3,29.97,46.98,True,False,32.03999999999999
2026-04-18,585.0,8341.5,51,7.0,488.0,58.0,8.0,24.0,11.470588235294118,163.55882352941177,2026-04-18,Saturday,5,April,True,17.2,4.4,10.8,2.8,0.0,0.0,6.8,12.5,18.3,65.84848484848484,2.9878787878787882,BR RA,65.84848484848484,2.9878787878787882,9.466666666666669,6.796969696969697,62.96,39.92,51.44,37.38,0.11,0.0,0.0,15.21,27.96,40.94,True,False,23.04
2026-04-19,491.0,6051.0,48,3.0,424.0,39.0,11.0,14.0,10.229166666666666,126.0625,2026-04-19,Sunday,6,April,True,10.0,2.2,6.1,0.3,0.0,0.0,4.0,11.2,15.6,54.16,-3.1319999999999997,RA TS,54.16,-3.1319999999999997,5.824,4.04,50.0,35.96,42.98,26.36,0.012,0.0,0.0,8.95,25.05,34.9,True,False,14.04
2026-04-20,368.0,3950.01,23,6.0,311.0,35.0,3.0,13.0,16.0,171.73956521739132,2026-04-20,Monday,0,April,False,13.3,0.6,7.0,0.0,0.0,0.0,3.3,6.7,9.8,46.625,-3.516666666666667,,46.625,-3.516666666666667,8.345833333333333,3.2541666666666664,55.94,33.08,44.6,25.67,0.0,0.0,0.0,7.38,14.99,21.92,False,False,22.86
2026-04-21,351.0,3728.0,21,2.0,284.0,38.0,12.0,15.0,16.714285714285715,177.52380952380952,2026-04-21,Tuesday,1,April,False,24.4,10.0,17.2,0.0,0.0,0.0,5.2,10.3,15.2,49.80769230769231,7.423076923076923,TS,49.80769230769231,7.423076923076923,18.26153846153846,5.123076923076923,75.92,50.0,62.96,45.36,0.0,0.0,0.0,11.63,23.04,34.0,False,False,25.92
2026-04-22,393.0,5105.5,34,4.0,328.0,26.0,6.0,29.0,11.558823529411764,150.16176470588235,2026-04-22,Wednesday,2,April,False,22.8,10.6,16.7,0.0,0.0,0.0,3.6,6.7,9.4,63.38461538461539,9.542307692307691,,63.38461538461539,9.542307692307691,16.673076923076923,3.5961538461538463,73.04,51.08,62.06,49.18,0.0,0.0,0.0,8.05,14.99,21.03,False,False,21.960000000000008
2026-04-23,470.0,6122.0,48,4.0,387.0,51.0,7.0,21.0,9.791666666666666,127.54166666666667,2026-04-23,Thursday,3,April,False,27.2,11.1,19.2,0.0,0.0,0.0,4.4,10.3,14.3,55.0,10.883333333333333,,55.0,10.883333333333333,20.841666666666665,4.3875,80.96,51.98,66.56,51.59,0.0,0.0,0.0,9.84,23.04,31.99,False,False,28.979999999999997
2026-04-24,555.0,7370.0,56,7.0,472.0,48.0,15.0,13.0,9.910714285714286,131.60714285714286,2026-04-24,Friday,4,April,True,21.7,8.9,15.3,0.0,0.0,0.0,4.5,9.8,12.1,66.73076923076923,11.688461538461537,,66.73076923076923,11.688461538461537,18.169230769230772,4.684615384615385,71.06,48.02,59.54,53.04,0.0,0.0,0.0,10.07,21.92,27.07,False,False,23.04
2026-04-25,539.0,7341.1,47,2.0,444.0,54.0,10.0,29.0,11.46808510638298,156.1936170212766,2026-04-25,Saturday,5,April,True,13.3,6.1,9.7,0.0,0.0,0.0,5.5,9.4,11.2,80.37837837837837,5.818918918918919,,80.37837837837837,5.818918918918919,9.124324324324325,5.5675675675675675,55.94,42.98,49.46,42.47,0.0,0.0,0.0,12.3,21.03,25.05,False,False,12.96
2026-04-26,383.0,4816.0,37,3.0,336.0,22.0,11.0,11.0,10.35135135135135,130.16216216216216,2026-04-26,Sunday,6,April,True,15.0,5.6,10.3,0.0,0.0,0.0,3.9,7.6,9.8,82.47222222222223,6.530555555555555,BR,82.47222222222223,6.530555555555555,9.51388888888889,3.686111111111111,59.0,42.08,50.54,43.75,0.0,0.0,0.0,8.72,17.0,21.92,False,False,16.92
2026-04-27,355.0,3462.0,21,14.0,299.0,27.0,6.0,9.0,16.904761904761905,164.85714285714286,2026-04-27,Monday,0,April,False,20.0,8.3,14.2,23.4,0.0,0.0,5.5,16.1,24.1,86.6470588235294,13.090196078431372,BR RA TS,86.6470588235294,13.090196078431372,15.35686274509804,5.921568627450981,68.0,46.94,57.56,55.56,0.921,0.0,0.0,12.3,36.01,53.91,True,False,21.060000000000002
2026-04-28,417.0,4519.0,25,1.0,346.0,29.0,13.0,28.0,16.68,180.76,2026-04-28,Tuesday,1,April,False,17.8,10.0,13.9,0.0,0.0,0.0,4.8,11.6,17.4,64.76923076923077,6.988461538461538,,64.76923076923077,6.988461538461538,13.7,5.06923076923077,64.04,50.0,57.02,44.58,0.0,0.0,0.0,10.74,25.95,38.92,False,False,14.040000000000006
2026-04-29,467.0,6435.0,43,14.0,396.0,27.0,13.0,17.0,10.86046511627907,149.65116279069767,2026-04-29,Wednesday,2,April,False,13.9,4.4,9.2,0.0,0.0,0.0,4.1,8.9,11.2,73.10714285714286,5.028571428571429,RA,73.10714285714286,5.028571428571429,9.739285714285714,4.4035714285714285,57.02,39.92,48.56,41.05,0.0,0.0,0.0,9.17,19.91,25.05,False,False,17.1
2026-04-30,436.0,5875.0,50,7.0,378.0,24.0,10.0,17.0,8.72,117.5,2026-04-30,Thursday,3,April,False,13.3,2.8,8.1,4.6,0.0,0.0,2.7,6.7,8.0,73.96428571428571,2.157142857142857,RA,73.96428571428571,2.157142857142857,6.810714285714285,2.746428571428571,55.94,37.04,46.58,35.88,0.181,0.0,0.0,6.04,14.99,17.9,True,False,18.9
